geolocation_city,geolocation_state
aparecida do rio doce,GO
itaguacu,GO
quirinópolis,GO
aporé,GO
palestina de goias,GO
itaja,GO
apore,GO
caçu,GO
gouvelândia,GO
doverlândia,GO
serranópolis,GO
palestina de goiás,GO
itajá,GO
rio verde,GO
edeia,GO
maurilandia,GO
santa helena de goias,GO
acreuna,GO
castelandia,GO
santa helena de goiás,GO
indiara,GO
palminopolis,GO
jandaia,GO
edealina,GO
montividiu,GO
parauna,GO
turvelandia,GO
ouroana,GO
santo antonio da barra,GO
edéia,GO
paraúna,GO
sao joao da parauna,GO
acreúna,GO
palminópolis,GO
maurilândia,GO
turvelândia,GO
castelândia,GO
riverlandia,GO
santo antônio da barra,GO
palmeiras de goias,GO
sao luis de montes belos,GO
adelandia,GO
buriti de goias,GO
são luís de montes belos,GO
sanclerlandia,GO
corrego do ouro,GO
anicuns,GO
aurilandia,GO
turvania,GO
sanclerlândia,GO
mossamedes,GO
mossâmedes,GO
moipora,GO
cachoeira de goias,GO
cezarina,GO
palmeiras de goiás,GO
americano do brasil,GO
firminopolis,GO
amorinopolis,GO
nazario,GO
córrego do ouro,GO
cachoeira de goiás,GO
firminópolis,GO
ivolândia,GO
ivolandia,GO
nazário,GO
buriti de goiás,GO
amorinópolis,GO
piranhas,GO
arenopolis,GO
jussara,GO
ipora,GO
baliza,GO
bom jardim de goias,GO
aragarcas,GO
montes claros de goias,GO
israelandia,GO
novo brasil,GO
itapirapuã,GO
itapirapua,GO
iporá,GO
fazenda nova,GO
diorama,GO
aragarças,GO
britania,GO
montes claros de goiás,GO
jaupaci,GO
santa fe de goias,GO
santa fé de goiás,GO
bom jardim de goiás,GO
britânia,GO
jacilandia,GO
rubiataba,GO
goianesia,GO
barro alto,GO
ceres,GO
morro agudo de goias,GO
itapaci,GO
jaragua,GO
jaraguá,GO
rialma,GO
goianésia,GO
carmo do rio verde,GO
uruana,GO
sao luiz do norte,GO
rianapolis,GO
hidrolina,GO
rianápolis,GO
nova glória,GO
guarinos,GO
sao patricio,GO
vila propício,GO
santa isabel,GO
vila propicio,GO
ipiranga de goias,GO
nova america,GO
nova américa,GO
nova gloria,GO
pilar de goias,GO
ipiranga de goiás,GO
são luiz do norte,GO
santa rita do novo destino,GO
morro agudo de goiás,GO
uruacu,GO
minacu,GO
niquelandia,GO
montividiu do norte,GO
mara rosa,GO
santa tereza de goiás,GO
campinorte,GO
niquelândia,GO
formoso,GO
uruaçu,GO
campinacu,GO
santa tereza de goias,GO
minaçu,GO
campinaçu,GO
trombas,GO
estrela do norte,GO
nova iguacu de goias,GO
amaralina,GO
porangatu,GO
crixas,GO
bonopolis,GO
santa terezinha de goiás,GO
mundo novo,GO
novo planalto,GO
são miguel do araguaia,GO
alto horizonte,GO
sao miguel do araguaia,GO
crixás,GO
nova crixas,GO
santa terezinha de goias,GO
nova crixás,GO
campos verdes,GO
mutunopolis,GO
bonópolis,GO
uirapuru,GO
mutunópolis,GO
itaberai,GO
goias,GO
itaguaru,GO
itaguari,GO
itapuranga,GO
itaberaí,GO
goiás,GO
guaraita,GO
heitorai,GO
taquaral de goias,GO
heitoraí,GO
taquaral de goiás,GO
guaraíta,GO
mozarlandia,GO
araguapaz,GO
mozarlândia,GO
aruanã,GO
matrincha,GO
faina,GO
aruana,GO
matrinchã,GO
porto velho,RO
itapua do oeste,RO
guajara-mirim,RO
jaru,RO
buritis,RO
campo novo de rondonia,RO
monte negro,RO
cacaulândia,RO
candeias do jamari,RO
theobroma,RO
ariquemes,RO
alto paraiso,RO
cujubim,RO
guajará-mirim,RO
governador jorge teixeira,RO
extrema,RO
machadinho d'oeste,RO
mutum parana,RO
nova mamoré,RO
jaci parana,RO
alto paraíso,RO
vale do anari,RO
cacaulandia,RO
machadinho d oeste,RO
nova mamore,RO
rio crespo,RO
guajara mirim,RO
vista alegre do abuna,RO
nova california,RO
campo novo de rondônia,RO
machadinho doeste,RO
rolim de moura,RO
alta floresta d'oeste,RO
nova brasilandia d'oeste,RO
sao francisco do guapore,RO
ji-parana,RO
ouro preto do oeste,RO
seringueiras,RO
colorado do oeste,RO
pimenta bueno,RO
espigao do oeste,RO
teixeirópolis,RO
vale do paraíso,RO
cacoal,RO
costa marques,RO
ji-paraná,RO
sao miguel do guapore,RO
nova brasilandia doeste,RO
chupinguaia,RO
cerejeiras,RO
vilhena,RO
presidente medici,RO
urupá,RO
cabixi,RO
nova brasilândia d'oeste,RO
corumbiara,RO
primavera de rondonia,RO
nova brasilandia d oeste,RO
novo horizonte do oeste,RO
alvorada d'oeste,RO
alto alegre dos parecis,RO
alta alegre dos parecis,RO
são miguel do guaporé,RO
santa luzia d'oeste,RO
urupa,RO
alta floresta do oeste,RO
espigão do oeste,RO
mirante da serra,RO
pimenteiras do oeste,RO
sao felipe d'oeste,RO
teixeiropolis,RO
vale do paraiso,RO
são francisco do guaporé,RO
presidente médici,RO
santa luzia doeste,RO
alvorada do oeste,RO
parecis,RO
ministro andreazza,RO
são felipe d'oeste,RO
nova uniao,RO
castanheiras,RO
alta floresta doeste,RO
primavera de rondônia,RO
palmas,TO
dianopolis,TO
palmeiropolis,TO
conceição do tocantins,TO
parana,TO
combinado,TO
conceicao do tocantins,TO
novo jardim,TO
taguatinga,TO
almas,TO
ponte alta do bom jesus,TO
arraias,TO
dianópolis,TO
aurora do tocantins,TO
pindorama do tocantins,TO
porto alegre do tocantins,TO
sao valerio da natividade,TO
sao salvador do tocantins,TO
santa rosa do tocantins,TO
natividade,TO
novo alegre,TO
palmeirópolis,TO
são salvador do tocantins,TO
rio da conceição,TO
taipas do tocantins,TO
chapada da natividade,TO
são valério da natividade,TO
rio da conceicao,TO
paranã,TO
gurupi,TO
lagoa da confusao,TO
cariri do tocantins,TO
figueiropolis,TO
talismã,TO
sucupira,TO
alvorada,TO
formoso do araguaia,TO
nova rosalândia,TO
araguacu,TO
alianca do tocantins,TO
cristalandia,TO
jau do tocantins,TO
lagoa da confusão,TO
peixe,TO
aliança do tocantins,TO
talisma,TO
sandolandia,TO
nova rosalandia,TO
duere,TO
araguaçu,TO
jaú do tocantins,TO
crixas do tocantins,TO
sandolândia,TO
porto nacional,TO
silvanopolis,TO
fatima,TO
ponte alta do tocantins,TO
pium,TO
brejinho de nazare,TO
silvanópolis,TO
mateiros,TO
oliveira de fatima,TO
fátima,TO
brejinho de nazaré,TO
monte do carmo,TO
paraiso do tocantins,TO
caseara,TO
miracema do tocantins,TO
miranorte,TO
araguacema,TO
barrolandia,TO
dois irmaos do tocantins,TO
divinópolis do tocantins,TO
divinopolis do tocantins,TO
marianopolis do tocantins,TO
lizarda,TO
lajeado,TO
paraíso do tocantins,TO
marianópolis do tocantins,TO
goianorte,TO
monte santo do tocantins,TO
tocantínia,TO
lagoa do tocantins,TO
rio dos bois,TO
novo acordo,TO
rio sono,TO
barrolândia,TO
santa tereza do tocantins,TO
pugmil,TO
aparecida do rio negro,TO
abreulândia,TO
tocantinia,TO
colinas do tocantins,TO
guaraí,TO
arapoema,TO
guarai,TO
bom jesus do tocantins,TO
itaporã do tocantins,TO
colmeia,TO
bandeirantes do tocantins,TO
pequizeiro,TO
presidente kennedy,TO
campos lindos,TO
itacaja,TO
pedro afonso,TO
goiatins,TO
filadelfia,TO
nova olinda,TO
colméia,TO
santa maria do tocantins,TO
bernardo sayão,TO
bernardo sayao,TO
couto de magalhaes,TO
pau d'arco,TO
itapiratins,TO
brasilandia do tocantins,TO
fortaleza do tabocao,TO
itacajá,TO
recursolandia,TO
centenario,TO
tupirama,TO
fortaleza do tabocão,TO
couto de magalhães,TO
juarina,TO
brasilândia do tocantins,TO
itapora do tocantins,TO
araguaina,TO
araguaína,TO
nazare,TO
wanderlandia,TO
xambioa,TO
xambioá,TO
carmolandia,TO
ananas,TO
araguana,TO
santa fe do araguaia,TO
ananás,TO
santa terezinha do tocantins,TO
santa fé do araguaia,TO
araguanã,TO
nazaré,TO
babaculandia,TO
aragominas,TO
wanderlândia,TO
muricilandia,TO
tocantinopolis,TO
praia norte,TO
esperantina,TO
buriti do tocantins,TO
augustinopolis,TO
araguatins,TO
sitio novo do tocantins,TO
angico,TO
palmeiras do tocantins,TO
sampaio,TO
luzinopolis,TO
augustinópolis,TO
darcinopolis,TO
sao miguel do tocantins,TO
itaguatins,TO
cachoeirinha,TO
aguiarnopolis,TO
tocantinópolis,TO
maurilandia do tocantins,TO
são bento do tocantins,TO
maurilândia do tocantins,TO
aguiarnópolis,TO
sao sebastiao do tocantins,TO
axixá do tocantins,TO
sao bento do tocantins,TO
axixa do tocantins,TO
são miguel do tocantins,TO
luzinópolis,TO
cuiabá,MT
cuiaba,MT
chapada dos guimarães,MT
várzea grande,MT
varzea grande,MT
pocone,MT
chapada dos guimaraes,MT
poconé,MT
santo antonio do leverger,MT
cangas,MT
barao de melgaco,MT
nossa senhora do livramento,MT
nossa senhora da guia,MT
santo antônio do leverger,MT
pontes e lacerda,MT
jauru,MT
figueiropolis d'oeste,MT
mirassol d'oeste,MT
gloria d'oeste,MT
caceres,MT
são josé dos quatro marcos,MT
sao jose dos quatro marcos,MT
curvelandia,MT
araputanga,MT
rio branco,MT
salto do céu,MT
cáceres,MT
lambari d'oeste,MT
nova lacerda,MT
vila bela da santissima trindade,MT
mirassol doeste,MT
indiavai,MT
vale de sao domingos,MT
reserva do cabacal,MT
salto do ceu,MT
vale de são domingos,MT
conquista d'oeste,MT
porto esperidiao,MT
figueiropolis d oeste,MT
mirassol d oeste,MT
curvelândia,MT
figueirópolis d'oeste,MT
porto esperidião,MT
vila bela da santssima trindade,MT
lambari doeste,MT
sonho azul,MT
figueirópolis doeste,MT
lambari d%26apos%3boeste,MT
figueiropolis doeste,MT
vila bela da santíssima trindade,MT
juina,MT
tangara da serra,MT
nova olimpia,MT
denise,MT
barra do bugres,MT
cotriguaçu,MT
campo novo do parecis,MT
sapezal,MT
colniza,MT
comodoro,MT
aripuana,MT
tangará da serra,MT
nova olímpia,MT
cotriguacu,MT
juína,MT
campos de julio,MT
aripuanã,MT
porto estrela,MT
castanheira,MT
brasnorte,MT
juruena,MT
campos de júlio,MT
rondolandia,MT
itamarati norte,MT
diamantino,MT
lucas do rio verde,MT
rosario oeste,MT
nova mutum,MT
nobres,MT
alto paraguai,MT
nortelandia,MT
arenapolis,MT
sao jose do rio claro,MT
são josé do rio claro,MT
jangada,MT
santa rita do trivelato,MT
nova maringa,MT
santo afonso,MT
nortelândia,MT
nova marilândia,MT
arenápolis,MT
nova marilandia,MT
novo diamantino,MT
rosário oeste,MT
acorizal,MT
nova maringá,MT
nova canaa do norte,MT
sinop,MT
colider,MT
alta floresta,MT
apiacás,MT
guaranta do norte,MT
juara,MT
nova monte verde,MT
colíder,MT
matupa,MT
ipiranga do norte,MT
peixoto de azevedo,MT
tabapora,MT
novo mundo,MT
nova guarita,MT
tapurah,MT
nova bandeirantes,MT
marcelândia,MT
apiacas,MT
uniao do sul,MT
claudia,MT
porto dos gauchos,MT
terra nova do norte,MT
nova santa helena,MT
itanhangá,MT
marcelandia,MT
itanhanga,MT
cláudia,MT
guarantã do norte,MT
porto dos gaúchos,MT
paranaita,MT
itauba,MT
matupá,MT
carlinda,MT
tabaporã,MT
paranaíta,MT
nova canaã do norte,MT
novo horizonte do norte,MT
santa carmem,MT
itaúba,MT
união do sul,MT
colorado do norte,MT
porto alegre do norte,MT
nova xavantina,MT
barra do garças,MT
água boa,MT
agua boa,MT
canarana,MT
araguaiana,MT
barra do garcas,MT
ribeiraozinho,MT
confresa,MT
sao jose do xingu,MT
campinapolis,MT
bom jesus do araguaia,MT
santa terezinha,MT
querencia,MT
canabrava do norte,MT
vila rica,MT
alto boa vista,MT
serra nova dourada,MT
santa cruz do xingu,MT
novo santo antonio,MT
novo sao joaquim,MT
cocalinho,MT
pontal do araguaia,MT
campinápolis,MT
querência,MT
ribeirao cascalheira,MT
são félix do araguaia,MT
ponte branca,MT
ribeirão cascalheira,MT
sao felix do araguaia,MT
torixoreu,MT
santo antonio do leste,MT
luciara,MT
santo antônio do leste,MT
general carneiro,MT
ribeirãozinho,MT
araguainha,MT
são josé do xingu,MT
nova nazaré,MT
novo são joaquim,MT
rondonopolis,MT
rondonópolis,MT
alto taquari,MT
itiquira,MT
guiratinga,MT
alto araguaia,MT
pedra preta,MT
tesouro,MT
alto garcas,MT
alto garças,MT
são josé do povo,MT
boa vista,MT
sao jose do povo,MT
primavera do leste,MT
vera,MT
campo verde,MT
feliz natal,MT
gaucha do norte,MT
jaciara,MT
sorriso,MT
poxoreu,MT
juscimeira,MT
paranatinga,MT
dom aquino,MT
gaúcha do norte,MT
poxoréu,MT
nova ubiratã,MT
nova brasilandia,MT
planalto da serra,MT
boa esperanca,MT
sao pedro da cipa,MT
boa esperança,MT
nova ubirata,MT
santa elvira,MT
campo grande,MS
ribas do rio pardo,MS
maracaju,MS
sidrolandia,MS
rio brilhante,MS
terenos,MS
nova alvorada do sul,MS
sidrolândia,MS
prudencio thomaz,MS
prudêncio thomaz,MS
anhandui,MS
vista alegre,MS
anastacio,MS
bonito,MS
aquidauana,MS
nioaque,MS
jardim,MS
porto murtinho,MS
dois irmãos do buriti,MS
bela vista,MS
guia lopes da laguna,MS
dois irmaos do buriti,MS
caracol,MS
anastácio,MS
cipolandia,MS
corumba,MS
ladario,MS
ladário,MS
corumbá,MS
miranda,MS
bodoquena,MS
sonora,MS
sao gabriel do oeste,MS
coxim,MS
camapuã,MS
bandeirantes,MS
são gabriel do oeste,MS
pedro gomes,MS
rio verde de mato grosso,MS
rio negro,MS
corguinho,MS
rochedo,MS
camapua,MS
pontinha do cocho,MS
figueirao,MS
jaraguari,MS
figueirão,MS
aparecida do taboado,MS
cassilandia,MS
costa rica,MS
alcinópolis,MS
inocencia,MS
chapadao do sul,MS
paraíso das águas,MS
paranaiba,MS
paraiso das aguas,MS
chapadão do sul,MS
paranaíba,MS
alcinopolis,MS
selviria,MS
cassilândia,MS
inocência,MS
agua clara,MS
brasilandia,MS
tres lagoas,MS
santa rita do pardo,MS
três lagoas,MS
água clara,MS
brasilândia,MS
arapua,MS
nova andradina,MS
bataguassu,MS
ivinhema,MS
angélica,MS
fatima do sul,MS
gloria de dourados,MS
bataypora,MS
batayporã,MS
deodápolis,MS
angelica,MS
bataipora,MS
fátima do sul,MS
anaurilândia,MS
lagoa bonita,MS
anaurilandia,MS
glória de dourados,MS
jatei,MS
vicentina,MS
nova casa verde,MS
taquarussu,MS
deodapolis,MS
novo horizonte do sul,MS
nova andradina,RS
sao jose,MS
jateí,MS
amandina,MS
dourados,MS
vila vargas,MS
itapora,MS
douradina,MS
itaporã,MS
montese,MS
sao pedro,MS
itahum,MS
pirapora,MS
amambai,MS
mundo novo,MS
caarapo,MS
ponta pora,MS
navirai,MS
iguatemi,MS
tacuru,MS
paranhos,MS
juti,MS
eldorado,MS
japorã,MS
caarapó,MS
itaquirai,MS
sete quedas,MS
coronel sapucaia,MS
japora,MS
ponta porã,MS
laguna carapa,MS
aral moreira,MS
naviraí,MS
antônio joão,MS
amambaí,MS
itaquiraí,MS
sanga puita,MS
antonio joao,MS
cristalina,MS
jutí,MS
laguna carapã,MS
vila marques,MS
curitiba,PR
balneario de picarras,SC
* cidade,PR
são josé dos pinhais,PR
sao jose dos pinhais,PR
tijucas do sul,PR
paranagua,PR
matinhos,PR
pontal do parana,PR
guaratuba,PR
paranaguá,PR
pontal do paraná,PR
alexandra,PR
ilha dos valadares,PR
pinhais,PR
morretes,PR
piraquara,PR
guaraquecaba,PR
antonina,PR
porto de cima,PR
guaraqueçaba,PR
colombo,PR
quatro barras,PR
tunas do parana,PR
campina grande do sul,PR
bocaiuva do sul,PR
borda do campo,PR
adrianópolis,PR
bocaiúva do sul,PR
adrianopolis,PR
tunas do paraná,PR
almirante tamandare,PR
almirante tamandaré,PR
rio branco do sul,PR
itaperuçu,PR
cerro azul,PR
itaperucu,PR
doutor ulysses,PR
campo magro,PR
campo largo,PR
balsa nova,PR
bugre,PR
lapa,PR
araucaria,PR
araucária,PR
contenda,PR
mariental,PR
fazenda rio grande,PR
rio negro,PR
campo do tenente,PR
quitandinha,PR
mandirituba,PR
pien,PR
piên,PR
agudos do sul,PR
areia branca dos assis,PR
sao mateus do sul,PR
são mateus do sul,PR
antonio olinto,PR
antônio olinto,PR
ponta grossa,PR
carambei,PR
palmeira,PR
castro,PR
porto amazonas,PR
colonia castrolanda,PR
carambeí,PR
sao joao do triunfo,PR
socavao,PR
são joão do triunfo,PR
telemaco borba,PR
pirai do sul,PR
senges,PR
jaguariaíva,PR
telêmaco borba,PR
jaguariaiva,PR
figueira,PR
curiuva,PR
imbau,PR
sengés,PR
harmonia,PR
piraí do sul,PR
curiúva,PR
sapopema,PR
imbaú,PR
reserva,PR
tibagi,PR
ortigueira,PR
ventania,PR
caetano mendes,PR
prudentopolis,PR
ivai,PR
imbituva,PR
guamiranga,PR
candido de abreu,PR
prudentópolis,PR
ipiranga,PR
cândido de abreu,PR
ivaí,PR
bom jardim do sul,PR
reboucas,PR
irati,PR
mallet,PR
teixeira soares,PR
rio azul,PR
rebouças,PR
fernandes pinheiro,PR
uniao da vitoria,PR
união da vitória,PR
general carneiro,PR
bituruna,PR
cruz machado,PR
paulo frontin,PR
paula freitas,PR
porto vitoria,PR
porto vitória,PR
santana do itarare,PR
salto do itararé,PR
salto do itarare,PR
jaboti,PR
ibaiti,PR
arapoti,PR
siqueira campos,PR
tomazina,PR
japira,PR
wenceslau braz,PR
pinhalao,PR
santana do itararé,PR
sao jose da boa vista,PR
são josé da boa vista,PR
pinhalão,PR
guarapuava,PR
pinhao,PR
inacio martins,PR
candói,PR
foz do jordao,PR
marquinho,PR
goioxim,PR
candoi,PR
turvo,PR
inácio martins,PR
cantagalo,PR
pinhão,PR
campina do simao,PR
reserva do iguacu,PR
vitoria,PR
colonia vitoria,PR
reserva do iguaçu,PR
campina do simão,PR
colônia vitória,PR
foz do jordão,PR
pitanga,PR
manoel ribas,PR
palmital,PR
nova tebas,PR
laranjal,PR
altamira do parana,PR
boa ventura de sao roque,PR
mato rico,PR
santa maria do oeste,PR
altamira do paraná,PR
boa ventura de são roque,PR
laranjeiras do sul,PR
nova laranjeiras,PR
virmond,PR
rio bonito do iguacu,PR
rio bonito do iguaçu,PR
porto barreiro,PR
tres barras do parana,PR
braganey,PR
cafelandia,PR
corbelia,PR
espigao alto do iguacu,PR
ubirata,PR
guaraniacu,PR
campo bonito,PR
cafelândia,PR
quedas do iguacu,PR
nova aurora,PR
ibema,PR
anahy,PR
catanduvas,PR
ubiratã,PR
corbélia,PR
quedas do iguaçu,PR
guaraniaçu,PR
três barras do paraná,PR
ouro verde do piquiri,PR
diamante do sul,PR
iguatu,PR
espigão alto do iguaçu,PR
palmas,PR
pato branco,PR
clevelandia,PR
sulina,PR
itapejara d'oeste,PR
sao jorge doeste,PR
coronel vivida,PR
chopinzinho,PR
saudade do iguaçu,PR
vere,PR
são joão,PR
sao joao,PR
mangueirinha,PR
sao jorge d'oeste,PR
bom sucesso do sul,PR
são jorge d'oeste,PR
cruzeiro do iguacu,PR
mariopolis,PR
saudade do iguacu,PR
verê,PR
vitorino,PR
mariópolis,PR
sao jorge do oeste,PR
honorio serpa,PR
itapejara d  oeste,PR
coronel domingos soares,PR
clevelândia,PR
honório serpa,PR
cruzeiro do iguaçu,PR
dois irmãos,PR
sao roque do chopim,PR
francisco beltrao,PR
dois vizinhos,PR
salto do lontra,PR
nova prata do iguacu,PR
ampere,PR
francisco beltrão,PR
renascenca,PR
marmeleiro,PR
enéas marques,PR
nova esperanca do sudoeste,PR
nova esperança do sudoeste,PR
santa izabel do oeste,PR
boa esperanca do iguacu,PR
eneas marques,PR
salgado filho,PR
flor da serra do sul,PR
nova prata do iguaçu,PR
manfrinopolis,PR
flôr da serra do sul,PR
ampére,PR
renascença,PR
boa esperança do iguaçu,PR
capanema,PR
realeza,PR
planalto,PR
santa lucia,PR
santo antônio do sudoeste,PR
bom jesus do sul,PR
capitao leonidas marques,PR
santo antonio do sudoeste,PR
pranchita,PR
pinhal de sao bento,PR
boa vista da aparecida,PR
pérola d'oeste,PR
barracao,PR
bela vista da caroba,PR
alto alegre do iguacu,PR
perola d'oeste,PR
capitão leônidas marques,PR
barracão,PR
perola doeste,PR
santa lúcia,PR
foz do iguacu,PR
céu azul,PR
foz do iguaçu,PR
cascavel,PR
ceu azul,PR
medianeira,PR
missal,PR
sao miguel do iguacu,PR
diamante d  oeste,PR
são miguel do iguaçu,PR
santa tereza do oeste,PR
formosa do oeste,PR
santa terezinha de itaipu,PR
santa helena,PR
diamante d'oeste,PR
matelandia,PR
vera cruz do oeste,PR
itaipulandia,PR
jesuitas,PR
sao jose das palmeiras,PR
itaipulândia,PR
matelândia,PR
serranopolis do iguacu,PR
rio do salto,PR
ramilandia,PR
sede alvorada,PR
serranópolis do iguaçu,PR
sao jose do itavo,PR
lindoeste,PR
iracema do oeste,PR
jesuítas,PR
ramilândia,PR
aurora do iguacu,PR
são josé das palmeiras,PR
toledo,PR
guaira,PR
guaíra,PR
marechal candido rondon,PR
palotina,PR
assis chateaubriand,PR
marechal cândido rondon,PR
quatro pontes,PR
nova santa rosa,PR
tupassi,PR
novo sarandi,PR
ouro verde do oeste,PR
pato bragado,PR
terra roxa,PR
bragantina,PR
maripá,PR
maripa,PR
tupãssi,PR
vila nova,PR
novo sobradinho,PR
mercedes,PR
santa rita do oeste,PR
porto mendes,PR
sao pedro do iguacu,PR
entre rios do oeste,PR
doutor oliveira castro,PR
são camilo,PR
dez de maio,PR
são pedro do iguaçu,PR
encantado d'oeste,PR
londrina,PR
sertanópolis,PR
porecatu,PR
primeiro de maio,PR
florestopolis,PR
tamarana,PR
bela vista do paraíso,PR
cambe,PR
sertanopolis,PR
alvorada do sul,PR
cambé,PR
bela vista do paraiso,PR
paiquere,PR
florestópolis,PR
nova santa barbara,PR
assai,PR
nova america da colina,PR
ibipora,PR
santa cecilia do pavao,PR
são sebastião da amoreira,PR
urai,PR
ibiporã,PR
sao sebastiao da amoreira,PR
nova santa bárbara,PR
jataizinho,PR
assaí,PR
nova américa da colina,PR
sao jeronimo da serra,PR
uraí,PR
rancho alegre,PR
são jerônimo da serra,PR
santa cecília do pavão,PR
cruzeiro do norte,PR
cornelio procopio,PR
congonhinhas,PR
cambara,PR
bandeirantes,PR
cambará,PR
andira,PR
santa amelia,PR
andirá,PR
barra do jacare,PR
sertaneja,PR
cornélio procópio,PR
nova fatima,PR
leopolis,PR
santa mariana,PR
itambaraca,PR
leópolis,PR
santo antonio do paraiso,PR
barra do jacaré,PR
panema,PR
nova fátima,PR
itambaracá,PR
santa amélia,PR
congonhas,PR
joaquim tavora,PR
jacarezinho,PR
santo antonio da platina,PR
quatigua,PR
ribeirao do pinhal,PR
santo antônio da platina,PR
quatiguá,PR
carlopolis,PR
ribeirao claro,PR
conselheiro mairinck,PR
guapirama,PR
carlópolis,PR
abatia,PR
ribeirão do pinhal,PR
joaquim távora,PR
jundiaí do sul,PR
jundiai do sul,PR
ribeirão claro,PR
abatiá,PR
lupionopolis,PR
rolandia,PR
santo inacio,PR
rolândia,PR
itaguaje,PR
colorado,PR
são martinho,PR
jaguapitã,PR
centenario do sul,PR
jaguapita,PR
nossa senhora das gracas,PR
prado ferreira,PR
lupionópolis,PR
miraselva,PR
guaraci,PR
cafeara,PR
santo inácio,PR
centenário do sul,PR
santa ines,PR
nossa senhora das graças,PR
santa inês,PR
pitangueiras,PR
alto alegre,PR
itaguajé,PR
bentopolis,PR
sao martinho,PR
astorga,PR
arapongas,PR
florida,PR
lobato,PR
iguaracu,PR
santa fe,PR
munhoz de melo,PR
sabaudia,PR
ângulo,PR
angulo,PR
icara,PR
santa fé,PR
santa zelia,PR
iguaraçu,PR
sabáudia,PR
apucarana,PR
jardim alegre,PR
maua da serra,PR
cruzmaltina,PR
vila reis,PR
ivaipora,PR
rosário do ivaí,PR
marilândia do sul,PR
faxinal,PR
rio branco do ivai,PR
rosario do ivai,PR
ariranha do ivai,PR
california,PR
lidianopolis,PR
ariranha do ivaí,PR
marilandia do sul,PR
rio bom,PR
grandes rios,PR
arapua,PR
ivaiporã,PR
cambira,PR
califórnia,PR
pirapo,PR
mauá da serra,PR
novo itacolomi,PR
rio branco do ivaí,PR
arapuã,PR
godoy moreira,PR
marialva,PR
jandaia do sul,PR
marumbi,PR
mandaguari,PR
borrazopolis,PR
são pedro do ivaí,PR
sao pedro do ivai,PR
lunardelli,PR
barbosa ferraz,PR
corumbatai do sul,PR
sao joao do ivai,PR
kalore,PR
fenix,PR
kaloré,PR
borrazópolis,PR
bom sucesso,PR
luar,PR
fênix,PR
aquidaban,PR
são joão do ivaí,PR
ubauna,PR
maringá,PR
maringa,PR
mandaguacu,PR
paicandu,PR
sarandi,PR
sao jorge do ivai,PR
doutor camargo,PR
ourizona,PR
paiçandu,PR
são jorge do ivaí,PR
mandaguaçu,PR
floresta,PR
ivatuba,PR
florai,PR
presidente castelo branco,PR
itambe,PR
itambé,PR
floraí,PR
água boa,PR
pulinopolis,PR
cianorte,PR
peabiru,PR
araruna,PR
luiziana,PR
engenheiro beltrao,PR
iretama,PR
sao tome,PR
quinta do sol,PR
são manoel do paraná,PR
indianopolis,PR
ivailandia,PR
terra boa,PR
japura,PR
jussara,PR
engenheiro beltrão,PR
japurá,PR
sao manoel do parana,PR
são tomé,PR
vidigal,PR
campo mourao,PR
janiopolis,PR
moreira sales,PR
roncador,PR
goioere,PR
mambore,PR
juranda,PR
campina da lagoa,PR
nova cantu,PR
campo mourão,PR
mamborê,PR
rancho alegre d'oeste,PR
quarto centenario,PR
goioerê,PR
farol,PR
boa esperança,PR
boa esperanca,PR
rancho alegre d  oeste,PR
4o. centenario,PR
quarto centenário,PR
janiópolis,PR
rio verde,PR
4º centenario,PR
paraná d'oeste,PR
tapejara,PR
douradina,PR
mariluz,PR
tuneiras do oeste,PR
cruzeiro do oeste,PR
nova olimpia,PR
maria helena,PR
nova olímpia,PR
sao silvestre,PR
altonia,PR
umuarama,PR
iporã,PR
perola,PR
guaipora,PR
ipora,PR
pérola,PR
sao jorge do patrocinio,PR
xambre,PR
brasilândia do sul,PR
ivate,PR
icaraima,PR
alto piquiri,PR
perobal,PR
cafezal do sul,PR
francisco alves,PR
serra dos dourados,PR
rio bonito,PR
brasilandia do sul,PR
esperanca nova,PR
icaraíma,PR
alto paraíso,PR
ivaté,PR
alto paraiso,PR
jangada,PR
altônia,PR
santa eliza,PR
xambrê,PR
são jorge do patrocínio,PR
uniflor,PR
cruzeiro do sul,PR
paranacity,PR
nova esperança,PR
inajá,PR
nova esperanca,PR
atalaia,PR
inaja,PR
paranapoema,PR
jardim olinda,PR
alto parana,PR
paranavai,PR
paranavaí,PR
são carlos do ivaí,PR
paraiso do norte,PR
são joão do caiuá,PR
sao joao do caiua,PR
tamboara,PR
sao carlos do ivai,PR
paraíso do norte,PR
alto paraná,PR
santo antonio do caiua,PR
nova alianca do ivai,PR
graciosa,PR
santo antônio do caiuá,PR
nova aliança do ivaí,PR
guairaca,PR
cidade gaucha,PR
tapira,PR
terra rica,PR
rondon,PR
mirador,PR
planaltina do parana,PR
amapora,PR
cidade gaúcha,PR
guaporema,PR
amaporã,PR
adhemar de barros,PR
planaltina do paraná,PR
guairaçá,PR
santa cruz de monte castelo,PR
itauna do sul,PR
nova londrina,PR
loanda,PR
marilena,PR
querencia do norte,PR
santa isabel do ivai,PR
porto rico,PR
querência do norte,PR
santa mônica,PR
santa monica,PR
são pedro do paraná,PR
sao pedro do parana,PR
diamante do norte,PR
porto sao jose,PR
itaúna do sul,PR
santa isabel do ivaí,PR
sao jose do ivai,PR
florianopolis,SC
florianópolis,SC
